REC_IR	STATNUM	ORI	ORIADDDT	ORINIBRS	CITY	STATECOD	POPGRP	DIVISN	REGION	AGINDIC	CORECTY	COVBYORI	FIELDNO	JUDDIST	NBRSFLG	INACTDTE	POP1	COUNTY1	MSA1	LSTPOP1	POP2	COUNTY2	MSA2	LSTPOP2	POP3	COUNTY3	MSA3	LSTPOP3	POP4	COUNTY4	MSA4	LSTPOP4	POP5	COUNTY5	MSA5	LSTPOP5	MASTERYR	QTR1ACT	QTR2ACT	QTR3ACT	QTR4ACT	F1QACT	F2QACT	F3QACT	F4QACT	AGNAME	CFIPS1	CFIPS2	CFIPS3	CFIPS4	CFIPS5	IINCIDNO	INCIDDTE	DATASRC	QUARTER	TNUMVTMS	TNUMOFF	GOFFRAC	OFFCOD1	NUMVTM1	LOCCOD1	BIASMO1	OFFCOD2	NUMVTM2	LOCCOD2	BIASMO2	OFFCOD3	NUMVTM3	LOCCOD3	BIASMO3	OFFCOD4	NUMVTM4	LOCCOD4	BIASMO4	OFFCOD5	NUMVTM5	LOCCOD5	BIASMO5	OFFCOD6	NUMVTM6	LOCCOD6	BIASMO6	OFFCOD7	NUMVTM7	LOCCOD7	BIASMO7	OFFCOD8	NUMVTM8	LOCCOD8	BIASMO8	OFFCOD9	NUMVTM9	LOCCOD9	BIASMO9	OFFCOD10	NUMVTM10	LOCCOD10	BIASMO10	VTYP_I1	VTYP_B1	VTYP_F1	VTYP_G1	VTYP_R1	VTYP_S1	VTYP_O1	VTYP_U1	VTYP_I2	VTYP_B2	VTYP_F2	VTYP_G2	VTYP_R2	VTYP_S2	VTYP_O2	VTYP_U2	VTYP_I3	VTYP_B3	VTYP_F3	VTYP_G3	VTYP_R3	VTYP_S3	VTYP_O3	VTYP_U3	VTYP_I4	VTYP_B4	VTYP_F4	VTYP_G4	VTYP_R4	VTYP_S4	VTYP_O4	VTYP_U4	VTYP_I5	VTYP_B5	VTYP_F5	VTYP_G5	VTYP_R5	VTYP_S5	VTYP_O5	VTYP_U5	VTYP_I6	VTYP_B6	VTYP_F6	VTYP_G6	VTYP_R6	VTYP_S6	VTYP_O6	VTYP_U6	VTYP_I7	VTYP_B7	VTYP_F7	VTYP_G7	VTYP_R7	VTYP_S7	VTYP_O7	VTYP_U7	VTYP_I8	VTYP_B8	VTYP_F8	VTYP_G8	VTYP_R8	VTYP_S8	VTYP_O8	VTYP_U8	VTYP_I9	VTYP_B9	VTYP_F9	VTYP_G9	VTYP_R9	VTYP_S9	VTYP_O9	VTYP_U9	VTYP_I10	VTYP_B10	VTYP_F10	VTYP_G10	VTYP_R10	VTYP_S10	VTYP_O10	VTYP_U10
IR	1	AL0011200	20191130	20060101	Hoover	AL	 3	6	3	 	Y	 	3070	010N	A	 	60846	37	98	0	24788	59	98	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	HOOVER	 73	117	 	 	 	2W1NPU7LILJD	20170731	N	3	1	0	U	290	1	20	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	1	AL0011200	20191130	20060101	Hoover	AL	 3	6	3	 	Y	 	3070	010N	A	 	60846	37	98	0	24788	59	98	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	HOOVER	 73	117	 	 	 	2W1NPU7US2J8	20170830	N	3	1	1	W	13C	1	20	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	1	AL0011200	20191130	20060101	Hoover	AL	 3	6	3	 	Y	 	3070	010N	A	 	60846	37	98	0	24788	59	98	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	HOOVER	 73	117	 	 	 	2W1NPU726C8R	20170124	N	1	1	1	B	13C	1	5	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	1	AL0011200	20191130	20060101	Hoover	AL	 3	6	3	 	Y	 	3070	010N	A	 	60846	37	98	0	24788	59	98	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	HOOVER	 73	117	 	 	 	2W1NPU11ZL2I	20171021	N	4	1	1	W	13C	1	21	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	1	AL0011200	20191130	20060101	Hoover	AL	 3	6	3	 	Y	 	3070	010N	A	 	60846	37	98	0	24788	59	98	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	HOOVER	 73	117	 	 	 	2W1NPU7114XR	20170131	N	1	1	0	U	13C	1	12	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	1	AL0110800	20191130	0	Jacksonville	AL	 7	6	3	 	N	 	3070	010N	 	 	0	8	42	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	 	 	I	 	 	 	 	 	JACKSONVILLE STATE UNIV	 15	 	 	 	 	0G1NPU7N8D1A	20170923	F	3	1	1	B	13C	1	52	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	1	AL0260100	20191130	0	Ozark	AL	 5	6	3	 	N	 	3490	005M	 	 	14559	23	0	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	 	 	I	 	 	 	 	OZARK	 45	 	 	 	 	8C01X0ZV-28N	20170207	F	1	1	1	U	13C	1	20	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	1	AL0260100	20191130	0	Ozark	AL	 5	6	3	 	N	 	3490	005M	 	 	14559	23	0	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	 	 	I	 	 	 	 	OZARK	 45	 	 	 	 	1511Q098URVS	20171122	F	4	1	1	W	13C	1	20	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	3	AR0050000	20191130	20080101	Harrison	AR	8C	7	3	 	N	 	3390	035W	A	 	23422	5	0	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	Z	I	Z	Z	 	 	 	 	BOONE	  9	 	 	 	 	1Z11 NO6-F39	20170524	N	2	1	1	W	13A	1	20	52	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	3	AR0260000	20191130	20040101	Hot Springs	AR	9B	7	3	 	N	 	3390	035W	A	 	60864	26	356	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	Z	Z	Z	I	 	 	 	 	GARLAND	 51	 	 	 	 	8C- RFRU728N	20171005	N	4	1	1	W	13C	1	20	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	3	AR0340100	20191130	20080101	Newport	AR	 6	7	3	 	N	 	3390	030E	A	 	7726	34	0	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	Z	Z	I	Z	 	 	 	 	NEWPORT	 67	 	 	 	 	2W1NPH7 821A	20170923	N	3	0	1	W	23H	1	7	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	3	AR0420000	20191130	20040101	Paris	AR	8C	7	3	 	N	 	3390	035W	A	 	14404	42	0	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	Z	I	Z	Z	 	 	 	 	LOGAN	 83	 	 	 	 	8C-BSMZU728N	20170528	N	2	1	1	W	13C	1	13	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	3	AR0490000	20191130	20080101	Mount Ida	AR	8D	7	3	 	N	 	3390	035W	A	 	8752	49	0	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	Z	Z	Z	I	 	 	 	 	MONTGOMERY	 97	 	 	 	 	12-M4-R2ID1A	20171212	N	4	1	1	W	13B	1	11	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	3	AR0500100	20191130	20080101	Prescott	AR	 6	7	3	 	N	 	3390	035W	A	 	3039	50	0	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	PRESCOTT	 99	 	 	 	 	12-JKB-2SD1A	20170605	N	2	0	0	U	23C	1	7	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	3	AR0500100	20191130	20080101	Prescott	AR	 6	7	3	 	N	 	3390	035W	A	 	3039	50	0	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	PRESCOTT	 99	 	 	 	 	12-JW5-2JD1A	20170507	N	2	2	1	B	13A	2	20	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	3	AR0500100	20191130	20080101	Prescott	AR	 6	7	3	 	N	 	3390	035W	A	 	3039	50	0	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	PRESCOTT	 99	 	 	 	 	12-H4B-29D1A	20170114	N	1	1	1	B	11A	1	20	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	3	AR0500100	20191130	20080101	Prescott	AR	 6	7	3	 	N	 	3390	035W	A	 	3039	50	0	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	PRESCOTT	 99	 	 	 	 	12-0LK-2SD1A	20170629	N	2	0	0	U	290	1	11	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	3	AR0500100	20191130	20080101	Prescott	AR	 6	7	3	 	N	 	3390	035W	A	 	3039	50	0	0	0	0	 	0	0	0	 	0	0	0	 	0	0	0	 	0	2017	I	I	I	I	 	 	 	 	PRESCOTT	 99	 	 	 	 	 3--JW-CTX I	20171113	N	4	1	0	U	13B	1	11	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
